Ticker,Name,Market Cap,Date
ANSS,Ansys Inc,27971786912,2024-10-31
EXE,Expand Energy Corporation Common Stock,19573267494,2024-10-31
ILMN,Illumina Inc,22961502000,2024-10-31
ERIE,Erie Indemnity Co,23469784353,2024-10-31
ICLR,Icon Plc,18337260782,2024-10-31
TRMB,Trimble Inc. Common Stock,14774560466,2024-10-31
SOFI,"SoFi Technologies, Inc. Common Stock",12109804884,2024-10-31
TER,"Teradyne, Inc. Common Stock",17330932625,2024-10-31
TRMD,TORM plc Class A Common Stock,2494293438,2024-10-31
SFM,"Sprouts Farmers Market, Inc.",12841881888,2024-10-31
MBLY,Mobileye Global Inc. Class A Common Stock,11038365008,2024-10-31
BSY,"Bentley Systems, Incorporated Class B Common Stock",14582141509,2024-10-31
LINE,"Lineage, Inc. Common Stock",16858074680,2024-10-31
PPC,Pilgrims Pride Corporation,11486241075,2024-10-31
FSV,FirstService Corporation Common Shares,8335666234,2024-10-31
LECO,Lincoln Electric Holdings Inc,10913387103,2024-10-31
FUTU,Futu Holdings Limited American Depositary Shares,13101291996,2024-10-31
TEM,"Tempus AI, Inc. Class A Common Stock",6885700929,2024-10-31
WING,Wingstop Inc,8404081984,2024-10-31
MKTX,MarketAxess Holdings Inc.,10926176605,2024-10-31
RGLD,Royal Gold Inc,9325340424,2024-10-01
DOX,Amdocs Limited,10048700000,2024-10-01
HAS,"Hasbro, Inc.",10161385268,2024-10-01
FYBR,"Frontier Communications Parent, Inc. Common Stock",8809551186,2024-10-01
DBX,"Dropbox, Inc. Class A",7935912044,2024-10-01
LNW,"Light & Wonder, Inc. Common Stock",7799741873,2024-10-01
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,1869718448,2024-10-01
SPSC,"SPS Commerce, Inc.",7183956034,2024-10-01
CWST,Casella Waste Systems Inc,6237192532,2024-10-01
CELH,"Celsius Holdings, Inc. Common Stock",7271710493,2024-10-01
CSWI,"CSW Industrials, Inc",6061361579,2024-10-01
SAIC,Science Applications International Corporation Common Stock,6970944899,2024-10-01
UMBF,UMB Financial Corp,4930468851,2024-10-01
NOVT,Novanta Inc. Common Stock,6276396770,2024-10-01
ACIW,"ACI Worldwide, Inc.",5281005188,2024-10-01
GRFS,"Grifois, S.A.",5996384824,2024-10-01
VRNS,"Varonis Systems, Inc.",6172122527,2024-10-01
TGTX,"TG Therapeutics, Inc.",3534612218,2024-10-01
BWIN,"The Baldwin Insurance Group, Inc. Class A Common Stock",3277159909,2024-10-01
KRYS,"Krystal Biotech, Inc. Common Stock",5213624027,2024-10-01
RGLD,Royal Gold Inc,9329942284,2024-10-02
DOX,Amdocs Limited,10123450000,2024-10-02
HAS,"Hasbro, Inc.",10087499493,2024-10-02
FYBR,"Frontier Communications Parent, Inc. Common Stock",8826981050,2024-10-02
DBX,"Dropbox, Inc. Class A",7958088245,2024-10-02
LNW,"Light & Wonder, Inc. Common Stock",7784658764,2024-10-02
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,1884463861,2024-10-02
SPSC,"SPS Commerce, Inc.",7110455205,2024-10-02
CWST,Casella Waste Systems Inc,6220732219,2024-10-02
CELH,"Celsius Holdings, Inc. Common Stock",7096909760,2024-10-02
CSWI,"CSW Industrials, Inc",6084472432,2024-10-02
SAIC,Science Applications International Corporation Common Stock,7096725961,2024-10-02
UMBF,UMB Financial Corp,4947041855,2024-10-02
NOVT,Novanta Inc. Common Stock,6306197178,2024-10-02
ACIW,"ACI Worldwide, Inc.",5245421721,2024-10-02
GRFS,"Grifois, S.A.",6003175746,2024-10-02
VRNS,"Varonis Systems, Inc.",6234943113,2024-10-02
TGTX,"TG Therapeutics, Inc.",3464941806,2024-10-02
BWIN,"The Baldwin Insurance Group, Inc. Class A Common Stock",3340567280,2024-10-02
KRYS,"Krystal Biotech, Inc. Common Stock",5096118531,2024-10-02
RGLD,Royal Gold Inc,9182682766,2024-10-03
DOX,Amdocs Limited,10138400000,2024-10-03
HAS,"Hasbro, Inc.",10009431503,2024-10-03
FYBR,"Frontier Communications Parent, Inc. Common Stock",8819511108,2024-10-03
DBX,"Dropbox, Inc. Class A",8087977424,2024-10-03
LNW,"Light & Wonder, Inc. Common Stock",7937264338,2024-10-03
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,1852023951,2024-10-03
SPSC,"SPS Commerce, Inc.",6951078407,2024-10-03
CWST,Casella Waste Systems Inc,6283408027,2024-10-03
CELH,"Celsius Holdings, Inc. Common Stock",6931431733,2024-10-03
CSWI,"CSW Industrials, Inc",6053380853,2024-10-03
SAIC,Science Applications International Corporation Common Stock,7132875636,2024-10-03
UMBF,UMB Financial Corp,4970926479,2024-10-03
NOVT,Novanta Inc. Common Stock,6169761575,2024-10-03
ACIW,"ACI Worldwide, Inc.",5236002568,2024-10-03
GRFS,"Grifois, S.A.",6077875897,2024-10-03
VRNS,"Varonis Systems, Inc.",6236064909,2024-10-03
TGTX,"TG Therapeutics, Inc.",3435525410,2024-10-03
BWIN,"The Baldwin Insurance Group, Inc. Class A Common Stock",3329888144,2024-10-03
KRYS,"Krystal Biotech, Inc. Common Stock",5054460104,2024-10-03
RGLD,Royal Gold Inc,9136006758,2024-10-04
DOX,Amdocs Limited,10141850000,2024-10-04
HAS,"Hasbro, Inc.",10080529136,2024-10-04
FYBR,"Frontier Communications Parent, Inc. Common Stock",8804571225,2024-10-04
DBX,"Dropbox, Inc. Class A",8037288964,2024-10-04
LNW,"Light & Wonder, Inc. Common Stock",8285950330,2024-10-04
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,1898029642,2024-10-04
SPSC,"SPS Commerce, Inc.",7137080505,2024-10-04
CWST,Casella Waste Systems Inc,6264415358,2024-10-04
CELH,"Celsius Holdings, Inc. Common Stock",7050296231,2024-10-04
CSWI,"CSW Industrials, Inc",6232282133,2024-10-04
SAIC,Science Applications International Corporation Common Stock,7212107801,2024-10-04
UMBF,UMB Financial Corp,5053791502,2024-10-04
NOVT,Novanta Inc. Common Stock,6283218550,2024-10-04
ACIW,"ACI Worldwide, Inc.",5430665066,2024-10-04
GRFS,"Grifois, S.A.",6057503129,2024-10-04
VRNS,"Varonis Systems, Inc.",6335904768,2024-10-04
TGTX,"TG Therapeutics, Inc.",3441718336,2024-10-04
BWIN,"The Baldwin Insurance Group, Inc. Class A Common Stock",3437346952,2024-10-04
KRYS,"Krystal Biotech, Inc. Common Stock",5088361445,2024-10-04
RGLD,Royal Gold Inc,8998608369,2024-10-07
DOX,Amdocs Limited,10036050000,2024-10-07
HAS,"Hasbro, Inc.",10105622419,2024-10-07
FYBR,"Frontier Communications Parent, Inc. Common Stock",8794611303,2024-10-07
DBX,"Dropbox, Inc. Class A",8008776705,2024-10-07
LNW,"Light & Wonder, Inc. Common Stock",8355155183,2024-10-07
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,1803658995,2024-10-07
SPSC,"SPS Commerce, Inc.",7113455239,2024-10-07
CWST,Casella Waste Systems Inc,6172617458,2024-10-07
CELH,"Celsius Holdings, Inc. Common Stock",6717009500,2024-10-07
CSWI,"CSW Industrials, Inc",6191214646,2024-10-07
SAIC,Science Applications International Corporation Common Stock,7131885234,2024-10-07
UMBF,UMB Financial Corp,5082063098,2024-10-07
NOVT,Novanta Inc. Common Stock,6281782386,2024-10-07
ACIW,"ACI Worldwide, Inc.",5251701156,2024-10-07
GRFS,"Grifois, S.A.",6030339438,2024-10-07
VRNS,"Varonis Systems, Inc.",6228212336,2024-10-07
TGTX,"TG Therapeutics, Inc.",3299281049,2024-10-07
BWIN,"The Baldwin Insurance Group, Inc. Class A Common Stock",3319876454,2024-10-07
KRYS,"Krystal Biotech, Inc. Common Stock",5027741250,2024-10-07
RGLD,Royal Gold Inc,9052515871,2024-10-08
DOX,Amdocs Limited,10046400000,2024-10-08
HAS,"Hasbro, Inc.",10052647712,2024-10-08
FYBR,"Frontier Communications Parent, Inc. Common Stock",8802446905,2024-10-08
DBX,"Dropbox, Inc. Class A",8072137280,2024-10-08
LNW,"Light & Wonder, Inc. Common Stock",8521069383,2024-10-08
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,1887412944,2024-10-08
SPSC,"SPS Commerce, Inc.",7222581470,2024-10-08
CWST,Casella Waste Systems Inc,6223264575,2024-10-08
CELH,"Celsius Holdings, Inc. Common Stock",6698364089,2024-10-08
CSWI,"CSW Industrials, Inc",6161785718,2024-10-08
SAIC,Science Applications International Corporation Common Stock,7089297945,2024-10-08
UMBF,UMB Financial Corp,5064027770,2024-10-08
NOVT,Novanta Inc. Common Stock,6267420743,2024-10-08
ACIW,"ACI Worldwide, Inc.",5321821518,2024-10-08
GRFS,"Grifois, S.A.",5948848364,2024-10-08
VRNS,"Varonis Systems, Inc.",6343757341,2024-10-08
TGTX,"TG Therapeutics, Inc.",3381337312,2024-10-08
BWIN,"The Baldwin Insurance Group, Inc. Class A Common Stock",3375941919,2024-10-08
KRYS,"Krystal Biotech, Inc. Common Stock",5023144458,2024-10-08
RGLD,Royal Gold Inc,9047914011,2024-10-09
DOX,Amdocs Limited,10133800000,2024-10-09
HAS,"Hasbro, Inc.",10070770638,2024-10-09
FYBR,"Frontier Communications Parent, Inc. Common Stock",8780036149,2024-10-09
DBX,"Dropbox, Inc. Class A",8176682230,2024-10-09
LNW,"Light & Wonder, Inc. Common Stock",8524618350,2024-10-09
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,1853984840,2024-10-09
SPSC,"SPS Commerce, Inc.",7439708919,2024-10-09
CWST,Casella Waste Systems Inc,6282141849,2024-10-09
CELH,"Celsius Holdings, Inc. Common Stock",7110893818,2024-10-09
CSWI,"CSW Industrials, Inc",6285819505,2024-10-09
SAIC,Science Applications International Corporation Common Stock,7098706765,2024-10-09
UMBF,UMB Financial Corp,5117646314,2024-10-09
NOVT,Novanta Inc. Common Stock,6282500468,2024-10-09
ACIW,"ACI Worldwide, Inc.",5407640469,2024-10-09
GRFS,"Grifois, S.A.",5880939136,2024-10-09
VRNS,"Varonis Systems, Inc.",6575969149,2024-10-09
TGTX,"TG Therapeutics, Inc.",3389852585,2024-10-09
BWIN,"The Baldwin Insurance Group, Inc. Class A Common Stock",3436679505,2024-10-09
KRYS,"Krystal Biotech, Inc. Common Stock",4940976801,2024-10-09
RGLD,Royal Gold Inc,9206349474,2024-10-10
DOX,Amdocs Limited,10095850000,2024-10-10
HAS,"Hasbro, Inc.",10084711350,2024-10-10
FYBR,"Frontier Communications Parent, Inc. Common Stock",8777546065,2024-10-10
DBX,"Dropbox, Inc. Class A",8205194488,2024-10-10
LNW,"Light & Wonder, Inc. Common Stock",8426134520,2024-10-10
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,1853984840,2024-10-10
SPSC,"SPS Commerce, Inc.",7324207616,2024-10-10
CWST,Casella Waste Systems Inc,6268846981,2024-10-10
CELH,"Celsius Holdings, Inc. Common Stock",8136391452,2024-10-10
CSWI,"CSW Industrials, Inc",6224800202,2024-10-10
SAIC,Science Applications International Corporation Common Stock,7068499502,2024-10-10
UMBF,UMB Financial Corp,5143968144,2024-10-10
NOVT,Novanta Inc. Common Stock,6130267058,2024-10-10
ACIW,"ACI Worldwide, Inc.",5395081598,2024-10-10
GRFS,"Grifois, S.A.",5860566368,2024-10-10
VRNS,"Varonis Systems, Inc.",6614110218,2024-10-10
TGTX,"TG Therapeutics, Inc.",3379789081,2024-10-10
BWIN,"The Baldwin Insurance Group, Inc. Class A Common Stock",3438681844,2024-10-10
KRYS,"Krystal Biotech, Inc. Common Stock",4974590843,2024-10-10
RGLD,Royal Gold Inc,9337831186,2024-10-11
DOX,Amdocs Limited,10148750000,2024-10-11
HAS,"Hasbro, Inc.",10055435854,2024-10-11
FYBR,"Frontier Communications Parent, Inc. Common Stock",8777546065,2024-10-11
DBX,"Dropbox, Inc. Class A",8205194488,2024-10-11
LNW,"Light & Wonder, Inc. Common Stock",8490903165,2024-10-11
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,1864196565,2024-10-11
SPSC,"SPS Commerce, Inc.",7455459097,2024-10-11
CWST,Casella Waste Systems Inc,6394831686,2024-10-11
CELH,"Celsius Holdings, Inc. Common Stock",7644618723,2024-10-11
CSWI,"CSW Industrials, Inc",6478520790,2024-10-11
SAIC,Science Applications International Corporation Common Stock,7155654884,2024-10-11
UMBF,UMB Financial Corp,5312622838,2024-10-11
NOVT,Novanta Inc. Common Stock,6283936632,2024-10-11
ACIW,"ACI Worldwide, Inc.",5511251154,2024-10-11
GRFS,"Grifois, S.A.",5833402677,2024-10-11
VRNS,"Varonis Systems, Inc.",6632058957,2024-10-11
TGTX,"TG Therapeutics, Inc.",3433977179,2024-10-11
BWIN,"The Baldwin Insurance Group, Inc. Class A Common Stock",3445356304,2024-10-11
KRYS,"Krystal Biotech, Inc. Common Stock",5134329365,2024-10-11
RGLD,Royal Gold Inc,9356238626,2024-10-14
DOX,Amdocs Limited,10259150000,2024-10-14
HAS,"Hasbro, Inc.",9977367865,2024-10-14
FYBR,"Frontier Communications Parent, Inc. Common Stock",8777546065,2024-10-14
DBX,"Dropbox, Inc. Class A",8217866603,2024-10-14
LNW,"Light & Wonder, Inc. Common Stock",8387095885,2024-10-14
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,1848653893,2024-10-14
SPSC,"SPS Commerce, Inc.",7342957828,2024-10-14
CWST,Casella Waste Systems Inc,6468270006,2024-10-14
CELH,"Celsius Holdings, Inc. Common Stock",8115415364,2024-10-14
CSWI,"CSW Industrials, Inc",6551178652,2024-10-14
SAIC,Science Applications International Corporation Common Stock,7233896646,2024-10-14
UMBF,UMB Financial Corp,5330170725,2024-10-14
NOVT,Novanta Inc. Common Stock,6334920463,2024-10-14
ACIW,"ACI Worldwide, Inc.",5511251154,2024-10-14
GRFS,"Grifois, S.A.",5826611754,2024-10-14
VRNS,"Varonis Systems, Inc.",6719559058,2024-10-14
TGTX,"TG Therapeutics, Inc.",3534612218,2024-10-14
BWIN,"The Baldwin Insurance Group, Inc. Class A Common Stock",3487405402,2024-10-14
KRYS,"Krystal Biotech, Inc. Common Stock",5159324421,2024-10-14
RGLD,Royal Gold Inc,9584359396,2024-10-15
DOX,Amdocs Limited,10203950000,2024-10-15
HAS,"Hasbro, Inc.",9987126363,2024-10-15
FYBR,"Frontier Communications Parent, Inc. Common Stock",8892089928,2024-10-15
DBX,"Dropbox, Inc. Class A",8322411553,2024-10-15
LNW,"Light & Wonder, Inc. Common Stock",8358704150,2024-10-15
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,1853392513,2024-10-15
SPSC,"SPS Commerce, Inc.",7343332832,2024-10-15
CWST,Casella Waste Systems Inc,6577161309,2024-10-15
CELH,"Celsius Holdings, Inc. Common Stock",7961590719,2024-10-15
CSWI,"CSW Industrials, Inc",6545525638,2024-10-15
SAIC,Science Applications International Corporation Common Stock,7247267074,2024-10-15
UMBF,UMB Financial Corp,5383789269,2024-10-15
NOVT,Novanta Inc. Common Stock,6334920463,2024-10-15
ACIW,"ACI Worldwide, Inc.",5508111436,2024-10-15
GRFS,"Grifois, S.A.",5779075294,2024-10-15
VRNS,"Varonis Systems, Inc.",6728533428,2024-10-15
TGTX,"TG Therapeutics, Inc.",3804004476,2024-10-15
BWIN,"The Baldwin Insurance Group, Inc. Class A Common Stock",3509431121,2024-10-15
KRYS,"Krystal Biotech, Inc. Common Stock",5127146877,2024-10-15
RGLD,Royal Gold Inc,9688229949,2024-10-16
DOX,Amdocs Limited,10310900000,2024-10-16
HAS,"Hasbro, Inc.",9982944150,2024-10-16
FYBR,"Frontier Communications Parent, Inc. Common Stock",8954342028,2024-10-16
DBX,"Dropbox, Inc. Class A",8281227179,2024-10-16
LNW,"Light & Wonder, Inc. Common Stock",8449202804,2024-10-16
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,1878862592,2024-10-16
SPSC,"SPS Commerce, Inc.",7351582925,2024-10-16
CWST,Casella Waste Systems Inc,6686685701,2024-10-16
CELH,"Celsius Holdings, Inc. Common Stock",7873025014,2024-10-16
CSWI,"CSW Industrials, Inc",6524908762,2024-10-16
SAIC,Science Applications International Corporation Common Stock,7288863961,2024-10-16
UMBF,UMB Financial Corp,5419372485,2024-10-16
NOVT,Novanta Inc. Common Stock,6381954842,2024-10-16
ACIW,"ACI Worldwide, Inc.",5533229178,2024-10-16
GRFS,"Grifois, S.A.",5765493449,2024-10-16
VRNS,"Varonis Systems, Inc.",6615232014,2024-10-16
TGTX,"TG Therapeutics, Inc.",3793166857,2024-10-16
BWIN,"The Baldwin Insurance Group, Inc. Class A Common Stock",3530789393,2024-10-16
KRYS,"Krystal Biotech, Inc. Common Stock",5107610511,2024-10-16
RGLD,Royal Gold Inc,9759230073,2024-10-17
DOX,Amdocs Limited,10458100000,2024-10-17
HAS,"Hasbro, Inc.",10010825574,2024-10-17
FYBR,"Frontier Communications Parent, Inc. Common Stock",8926951104,2024-10-17
DBX,"Dropbox, Inc. Class A",8354091840,2024-10-17
LNW,"Light & Wonder, Inc. Common Stock",8394193818,2024-10-17
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,1910848273,2024-10-17
SPSC,"SPS Commerce, Inc.",7287457202,2024-10-17
CWST,Casella Waste Systems Inc,6729735751,2024-10-17
CELH,"Celsius Holdings, Inc. Common Stock",7500116784,2024-10-17
CSWI,"CSW Industrials, Inc",6503626825,2024-10-17
SAIC,Science Applications International Corporation Common Stock,7311148007,2024-10-17
UMBF,UMB Financial Corp,5443257109,2024-10-17
NOVT,Novanta Inc. Common Stock,6358258132,2024-10-17
ACIW,"ACI Worldwide, Inc.",5435897929,2024-10-17
GRFS,"Grifois, S.A.",5833402677,2024-10-17
VRNS,"Varonis Systems, Inc.",6645520511,2024-10-17
TGTX,"TG Therapeutics, Inc.",3706465900,2024-10-17
BWIN,"The Baldwin Insurance Group, Inc. Class A Common Stock",3690308989,2024-10-17
KRYS,"Krystal Biotech, Inc. Common Stock",5080029759,2024-10-17
RGLD,Royal Gold Inc,10035341668,2024-10-18
DOX,Amdocs Limited,10463850000,2024-10-18
HAS,"Hasbro, Inc.",10168355625,2024-10-18
FYBR,"Frontier Communications Parent, Inc. Common Stock",8889599844,2024-10-18
DBX,"Dropbox, Inc. Class A",8385772128,2024-10-18
LNW,"Light & Wonder, Inc. Common Stock",8280626879,2024-10-18
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,1922694822,2024-10-18
SPSC,"SPS Commerce, Inc.",7230831563,2024-10-18
CWST,Casella Waste Systems Inc,6588556911,2024-10-18
CELH,"Celsius Holdings, Inc. Common Stock",7889339749,2024-10-18
CSWI,"CSW Industrials, Inc",6511441286,2024-10-18
SAIC,Science Applications International Corporation Common Stock,7313871613,2024-10-18
UMBF,UMB Financial Corp,5330170725,2024-10-18
NOVT,Novanta Inc. Common Stock,6409960044,2024-10-18
ACIW,"ACI Worldwide, Inc.",5301936640,2024-10-18
GRFS,"Grifois, S.A.",5874148213,2024-10-18
VRNS,"Varonis Systems, Inc.",6666834638,2024-10-18
TGTX,"TG Therapeutics, Inc.",3608927323,2024-10-18
BWIN,"The Baldwin Insurance Group, Inc. Class A Common Stock",3656269243,2024-10-18
KRYS,"Krystal Biotech, Inc. Common Stock",5148119741,2024-10-18
RGLD,Royal Gold Inc,10026137949,2024-10-21
DOX,Amdocs Limited,10382200000,2024-10-21
HAS,"Hasbro, Inc.",10028948501,2024-10-21
FYBR,"Frontier Communications Parent, Inc. Common Stock",8892089928,2024-10-21
DBX,"Dropbox, Inc. Class A",8449132703,2024-10-21
LNW,"Light & Wonder, Inc. Common Stock",8134231997,2024-10-21
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,1972450325,2024-10-21
SPSC,"SPS Commerce, Inc.",7235706618,2024-10-21
CWST,Casella Waste Systems Inc,6590456178,2024-10-21
CELH,"Celsius Holdings, Inc. Common Stock",7565375724,2024-10-21
CSWI,"CSW Industrials, Inc",6530728041,2024-10-21
SAIC,Science Applications International Corporation Common Stock,7280445543,2024-10-21
UMBF,UMB Financial Corp,5197586689,2024-10-21
NOVT,Novanta Inc. Common Stock,6284295673,2024-10-21
ACIW,"ACI Worldwide, Inc.",5130298738,2024-10-21
GRFS,"Grifois, S.A.",5819820831,2024-10-21
VRNS,"Varonis Systems, Inc.",6564751187,2024-10-21
TGTX,"TG Therapeutics, Inc.",3773039849,2024-10-21
BWIN,"The Baldwin Insurance Group, Inc. Class A Common Stock",3564161693,2024-10-21
KRYS,"Krystal Biotech, Inc. Common Stock",5142086451,2024-10-21
RGLD,Royal Gold Inc,10141841855,2024-10-22
DOX,Amdocs Limited,10313200000,2024-10-22
HAS,"Hasbro, Inc.",9903482089,2024-10-22
FYBR,"Frontier Communications Parent, Inc. Common Stock",8852248584,2024-10-22
DBX,"Dropbox, Inc. Class A",8325579581,2024-10-22
LNW,"Light & Wonder, Inc. Common Stock",8190128225,2024-10-22
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,1885970521,2024-10-22
SPSC,"SPS Commerce, Inc.",7178705975,2024-10-22
CWST,Casella Waste Systems Inc,6529679637,2024-10-22
CELH,"Celsius Holdings, Inc. Common Stock",7462825961,2024-10-22
CSWI,"CSW Industrials, Inc",6481846093,2024-10-22
SAIC,Science Applications International Corporation Common Stock,7208146193,2024-10-22
UMBF,UMB Financial Corp,5206360632,2024-10-22
NOVT,Novanta Inc. Common Stock,6175506232,2024-10-22
ACIW,"ACI Worldwide, Inc.",5118786440,2024-10-22
GRFS,"Grifois, S.A.",5989593901,2024-10-22
VRNS,"Varonis Systems, Inc.",6545680652,2024-10-22
TGTX,"TG Therapeutics, Inc.",3754461072,2024-10-22
BWIN,"The Baldwin Insurance Group, Inc. Class A Common Stock",3480063496,2024-10-22
KRYS,"Krystal Biotech, Inc. Common Stock",5033487240,2024-10-22
RGLD,Royal Gold Inc,10008387917,2024-10-23
DOX,Amdocs Limited,10309750000,2024-10-23
HAS,"Hasbro, Inc.",9804503031,2024-10-23
FYBR,"Frontier Communications Parent, Inc. Common Stock",8919480852,2024-10-23
DBX,"Dropbox, Inc. Class A",8170346172,2024-10-23
LNW,"Light & Wonder, Inc. Common Stock",8255784112,2024-10-23
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,1895447760,2024-10-23
SPSC,"SPS Commerce, Inc.",7115705264,2024-10-23
CWST,Casella Waste Systems Inc,6529679637,2024-10-23
CELH,"Celsius Holdings, Inc. Common Stock",7099240436,2024-10-23
CSWI,"CSW Industrials, Inc",6342017119,2024-10-23
SAIC,Science Applications International Corporation Common Stock,7127923626,2024-10-23
UMBF,UMB Financial Corp,5196124365,2024-10-23
NOVT,Novanta Inc. Common Stock,6172633904,2024-10-23
ACIW,"ACI Worldwide, Inc.",5145997327,2024-10-23
GRFS,"Grifois, S.A.",5996384824,2024-10-23
VRNS,"Varonis Systems, Inc.",6347122730,2024-10-23
TGTX,"TG Therapeutics, Inc.",3581059159,2024-10-23
BWIN,"The Baldwin Insurance Group, Inc. Class A Common Stock",3462042454,2024-10-23
KRYS,"Krystal Biotech, Inc. Common Stock",4963098863,2024-10-23
RGLD,Royal Gold Inc,9936730384,2024-10-24
DOX,Amdocs Limited,10320100000,2024-10-24
HAS,"Hasbro, Inc.",9214810896,2024-10-24
FYBR,"Frontier Communications Parent, Inc. Common Stock",9001653624,2024-10-24
DBX,"Dropbox, Inc. Class A",8170346172,2024-10-24
LNW,"Light & Wonder, Inc. Common Stock",8289499297,2024-10-24
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,1865831389,2024-10-24
SPSC,"SPS Commerce, Inc.",7161830785,2024-10-24
CWST,Casella Waste Systems Inc,6467636918,2024-10-24
CELH,"Celsius Holdings, Inc. Common Stock",7388244315,2024-10-24
CSWI,"CSW Industrials, Inc",6069009775,2024-10-24
SAIC,Science Applications International Corporation Common Stock,7133370837,2024-10-24
UMBF,UMB Financial Corp,5158103942,2024-10-24
NOVT,Novanta Inc. Common Stock,6200639106,2024-10-24
ACIW,"ACI Worldwide, Inc.",5128205593,2024-10-24
GRFS,"Grifois, S.A.",6016757592,2024-10-24
VRNS,"Varonis Systems, Inc.",6316834233,2024-10-24
TGTX,"TG Therapeutics, Inc.",3594993241,2024-10-24
BWIN,"The Baldwin Insurance Group, Inc. Class A Common Stock",3435678336,2024-10-24
KRYS,"Krystal Biotech, Inc. Common Stock",5027023001,2024-10-24
RGLD,Royal Gold Inc,9883480291,2024-10-25
DOX,Amdocs Limited,10220050000,2024-10-25
HAS,"Hasbro, Inc.",9259421176,2024-10-25
FYBR,"Frontier Communications Parent, Inc. Common Stock",8966792448,2024-10-25
DBX,"Dropbox, Inc. Class A",8236874776,2024-10-25
LNW,"Light & Wonder, Inc. Common Stock",8440330387,2024-10-25
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,1870570008,2024-10-25
SPSC,"SPS Commerce, Inc.",6404978720,2024-10-25
CWST,Casella Waste Systems Inc,6331522789,2024-10-25
CELH,"Celsius Holdings, Inc. Common Stock",7378921609,2024-10-25
CSWI,"CSW Industrials, Inc",6102761597,2024-10-25
SAIC,Science Applications International Corporation Common Stock,7117524404,2024-10-25
UMBF,UMB Financial Corp,5072801713,2024-10-25
NOVT,Novanta Inc. Common Stock,6212128420,2024-10-25
ACIW,"ACI Worldwide, Inc.",5107274142,2024-10-25
GRFS,"Grifois, S.A.",5928475596,2024-10-25
VRNS,"Varonis Systems, Inc.",6378533023,2024-10-25
TGTX,"TG Therapeutics, Inc.",3616668480,2024-10-25
BWIN,"The Baldwin Insurance Group, Inc. Class A Common Stock",3353248754,2024-10-25
KRYS,"Krystal Biotech, Inc. Common Stock",5042393525,2024-10-25
RGLD,Royal Gold Inc,9928841482,2024-10-28
DOX,Amdocs Limited,10153350000,2024-10-28
HAS,"Hasbro, Inc.",9172988759,2024-10-28
FYBR,"Frontier Communications Parent, Inc. Common Stock",8921970936,2024-10-28
DBX,"Dropbox, Inc. Class A",7967592331,2024-10-28
LNW,"Light & Wonder, Inc. Common Stock",8490015923,2024-10-28
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,1882416557,2024-10-28
SPSC,"SPS Commerce, Inc.",6424514112,2024-10-28
CWST,Casella Waste Systems Inc,6396097864,2024-10-28
CELH,"Celsius Holdings, Inc. Common Stock",7318324022,2024-10-28
CSWI,"CSW Industrials, Inc",6084306167,2024-10-28
SAIC,Science Applications International Corporation Common Stock,7171996517,2024-10-28
UMBF,UMB Financial Corp,5218059224,2024-10-28
NOVT,Novanta Inc. Common Stock,6328098683,2024-10-28
ACIW,"ACI Worldwide, Inc.",5186813657,2024-10-28
GRFS,"Grifois, S.A.",5663629607,2024-10-28
VRNS,"Varonis Systems, Inc.",6436866423,2024-10-28
TGTX,"TG Therapeutics, Inc.",3769943386,2024-10-28
BWIN,"The Baldwin Insurance Group, Inc. Class A Common Stock",3369267458,2024-10-28
KRYS,"Krystal Biotech, Inc. Common Stock",5082040856,2024-10-28
RGLD,Royal Gold Inc,10098452890,2024-10-29
DOX,Amdocs Limited,10192450000,2024-10-29
HAS,"Hasbro, Inc.",9148592513,2024-10-29
FYBR,"Frontier Communications Parent, Inc. Common Stock",8936911440,2024-10-29
DBX,"Dropbox, Inc. Class A",8179850258,2024-10-29
LNW,"Light & Wonder, Inc. Common Stock",8590274236,2024-10-29
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,1910848273,2024-10-29
SPSC,"SPS Commerce, Inc.",6491760941,2024-10-29
CWST,Casella Waste Systems Inc,6483464142,2024-10-29
CELH,"Celsius Holdings, Inc. Common Stock",7232088993,2024-10-29
CSWI,"CSW Industrials, Inc",6038416991,2024-10-29
SAIC,Science Applications International Corporation Common Stock,7262123105,2024-10-29
